koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,251.7512,271.06864,0.943,4.314,1.14E+02,272,5640,4.492,0.921
CONFIRMED,16.14567193,134.754877,0.75,3.7236,9.41E+02,546,4900,4.602,0.741
CONFIRMED,1071.232624,420.286557,0.216,16.1784,1.90E+04,129,4799,4.631,0.692
CONFIRMED,2.735900074,171.0964,0.189,1.9359,4.29E+02,1075,5299,4.597,0.766
CONFIRMED,5.852968845,171.181624,0.316,4.5973,1.15E+03,1056,6050,4.45,1.013
CONFIRMED,81.1701587,178.58702,0.875,8.358,1.18E+03,436,5460,4.263,1.165
FALSE POSITIVE,371.17573,458.7146,0.781,8.2,1.34E+02,610,9030,3.822,3.218
CONFIRMED,2.820190603,170.787705,0.614,2.554,4.68E+02,1367,5831,4.359,1.121
CONFIRMED,21.21712312,171.64936,0.89,5.89,6.36E+02,706,6191,4.438,1.007
FALSE POSITIVE,200,171.27413,,7.27,,,,,
CONFIRMED,15.77980122,175.96934,0.025,4.0369,5.41E+02,713,5941,4.519,0.911
CONFIRMED,14.03490255,171.60491,0.66,3.638,8.52E+02,641,5258,4.513,0.785
CONFIRMED,10.35586478,175.68106,0.178,2.8431,6.61E+02,620,4646,4.539,0.778
CONFIRMED,22.34296483,132.741641,0.031,6.66405,5.61E+03,785,6181,4.234,1.331
CONFIRMED,11.38840217,174.55377,0.243,3.6949,4.38E+02,979,5876,4.151,1.456
CONFIRMED,20.5498184,178.946396,0.649,5.5484,1.56E+03,657,5688,4.415,0.971
CANDIDATE,934.0941846,657.26877,0.4948,17.489,8.71E+03,177,5937,4.559,0.832
CANDIDATE,199.8392053,225.35896,0.811,4.378,4.45E+04,276,5457,4.548,0.869
FALSE POSITIVE,17.4217322,145.9011,0.415,4.718,2.08E+02,727,6052,4.456,0.967
CANDIDATE,15.84132627,177.142109,0.891,1.8215,3.11E+04,575,5119,4.575,0.702
CONFIRMED,5.931196562,174.796908,0.886,2.4999,1.01E+03,562,3984,4.72,0.539
CONFIRMED,0.837491225,131.574858,0.022,1.796,1.90E+02,1980,5676,4.347,1.044
CONFIRMED,7.40611676,134.07481,0.077,2.8826,4.18E+02,678,4799,4.631,0.692
CONFIRMED,21.803708,139.07199,0.568,3.369,2.46E+02,473,4799,4.631,0.692
FALSE POSITIVE,4.66229074,169.65558,1.197,3.73,3.45E+02,1166,6191,4.454,1.025
CONFIRMED,29.9111886,194.71129,0.041,6.6436,9.42E+02,541,5275,4.397,0.969
FALSE POSITIVE,2.908453928,170.12474,1.195,2.5363,4.28E+02,1181,5786,4.558,0.824
CONFIRMED,25.69581456,188.78889,0.68,4.0251,1.13E+03,314,3787,4.775,0.477
FALSE POSITIVE,25.70280003,194.82512,1.27,3.1644,5.62E+03,562,5532,4.488,0.835
CONFIRMED,13.64617478,180.34991,0.115,3.4098,6.33E+02,678,5569,4.566,0.829
CONFIRMED,3.213668926,123.611878,0.021,3.98235,7.28E+02,1515,5795,4.101,1.545
CONFIRMED,8.13121389,137.99254,0.622,4.2386,1.12E+02,1117,6181,4.22,1.424
CONFIRMED,41.8854433,178.6919,0.917,6.763,6.87E+02,540,5735,4.356,1.028
CONFIRMED,13.81733587,135.03413,0.967,4.261,2.23E+02,781,5735,4.356,1.028
CONFIRMED,52.8148051,164.90456,0.002,7.309,5.54E+02,562,5565,4.117,1.439
CONFIRMED,8.30783912,171.17201,0.019,3.1516,7.78E+02,751,5320,4.589,0.786
CONFIRMED,34.0963441,153.82654,0.386,3.896,4.73E+02,469,5320,4.589,0.786
CONFIRMED,6.45442931,173.21478,0.749,2.6772,5.86E+02,999,6092,4.496,0.943
CONFIRMED,3.595769013,170.36915,0.496,3.1569,3.84E+02,1296,5762,4.283,1.196
CONFIRMED,52.6615266,183.52054,0.682,3.1592,1.08E+03,271,3984,4.72,0.539
CONFIRMED,1.902208647,170.449657,0.116,2.19877,2.34E+03,1346,5400,4.463,0.937
CANDIDATE,20.605501,146.5069,0.705,3.793,3.71E+01,806,6099,4.193,1.308
CONFIRMED,15.90688891,177.9305,0.014,3.9879,9.25E+02,588,5097,4.554,0.797
CONFIRMED,4.973455252,170.885791,0.817,1.6519,7.42E+02,867,5097,4.554,0.797
FALSE POSITIVE,30.5528972,173.90269,1.216,5.269,8.65E+02,670,6284,4.349,1.138
FALSE POSITIVE,4.804469031,169.63529,0.979,3.4587,7.44E+02,953,5470,4.528,0.809
CONFIRMED,1.616883373,169.80396,0.856,1.6325,4.37E+02,1774,4868,3.902,1.816
CANDIDATE,9.5539134,135.5281,0.142,5.261,2.68E+01,1012,6175,4.299,1.307
CONFIRMED,13.19322809,175.6096,0.005,5.0036,5.86E+02,862,5946,4.309,1.223
CONFIRMED,10.31174786,134.07991,0.747,3.1818,2.76E+02,634,4900,4.602,0.741
CONFIRMED,4.42535097,134.56312,0.177,3.504,1.79E+02,1240,5946,4.309,1.223
CONFIRMED,4.302139338,173.438922,0.652,2.0289,7.47E+02,937,5041,4.479,0.857
CONFIRMED,3.137845914,133.55689,0.454,1.91,3.06E+02,1041,5041,4.479,0.857
CANDIDATE,6.77067637,133.34914,0.127,5.982,6.58E+01,1499,6337,3.893,2.335
FALSE POSITIVE,3.74782314,171.66634,1.202,5.133,4.23E+02,1253,6161,4.454,1.053
FALSE POSITIVE,1.09173174,170.37724,0.334,1.9719,1.87E+02,1488,5354,4.587,0.788
CONFIRMED,20.68420772,170.19034,0.488,6.4415,8.59E+02,729,6246,4.433,1.092
CONFIRMED,50.6985408,141.31813,0.137,5.972,6.11E+02,595,5876,4.151,1.456
FALSE POSITIVE,2.9926465,170.80128,0.319,1.81,1.06E+02,1170,5718,4.549,0.863
CANDIDATE,0.589376952,131.8694,0.491,1.71,8.07E+01,2162,5714,4.428,1.015
CONFIRMED,39.7529915,175.46244,0.046,4.9641,5.49E+02,568,6072,4.411,1.01
CONFIRMED,9.99760285,171.78828,0.851,3.4423,6.39E+02,860,6004,4.484,0.977
CONFIRMED,90.4117992,208.5028,0.849,7.106,1.27E+03,413,6004,4.484,0.977
CONFIRMED,13.54057461,171.67762,0.18,4.4673,4.61E+02,779,5767,4.389,1.014
CONFIRMED,1.732346403,134.53123,0.184,2.2139,1.82E+02,1546,5767,4.389,1.014
CANDIDATE,1.74610057,131.7921,0.032,1.299,5.42E+01,1689,4854,3.939,1.749
CONFIRMED,7.0257409,133.62713,0.812,2.245,1.91E+02,969,5767,4.389,1.014
CONFIRMED,16.21774917,180.0425,0.336,4.9274,7.58E+02,664,5837,4.577,0.798
CONFIRMED,11.72291212,177.3196,0.012,4.2064,4.92E+02,766,5550,4.431,0.953
FALSE POSITIVE,8.661374,177.5427,0.6469,2.972,1.60E+02,945,6250,4.472,0.986
CONFIRMED,9.66857386,174.53483,0.8,2.4656,4.12E+02,730,5288,4.541,0.836
CONFIRMED,7.053527145,176.474146,0.172,2.3982,1.48E+03,547,4041,4.697,0.567
CONFIRMED,9.521644639,177.484839,0.023,2.3569,1.49E+03,495,4041,4.697,0.567
CONFIRMED,3.072146607,134.030017,0.032,1.8732,5.39E+02,722,4041,4.697,0.567
CONFIRMED,4.645382149,134.58939,0.154,2.0271,5.66E+02,629,4041,4.697,0.567
CONFIRMED,9.82578495,131.42495,0.888,5.2498,4.33E+02,935,6246,4.433,1.092
CONFIRMED,25.30291816,188.060148,0.04,4.4903,2.11E+03,535,5121,4.457,0.888
CONFIRMED,21.30020491,189.70595,0.075,4.0852,6.60E+02,725,6008,4.35,1.168
CONFIRMED,289.864067,133.69719,0.856,7.565,5.29E+02,257,5516,4.446,0.886
FALSE POSITIVE,10.29767658,131.73374,1.194,6.649,6.56E+02,1022,5671,4.075,1.608
CONFIRMED,51.0674355,147.60941,0.482,4.374,5.98E+02,499,6004,4.484,0.977
FALSE POSITIVE,199.9976349,250.97231,,3.43,,,,,
CONFIRMED,1.682695938,170.453117,0.025,1.3867,7.04E+02,750,3669,4.787,0.47
CONFIRMED,17.30795548,176.94326,0,5.1126,6.33E+02,815,5565,4.117,1.439
CONFIRMED,10.42367744,138.009041,0.005,5.2257,7.77E+02,1012,6181,4.234,1.331
CONFIRMED,2.09227115,133.06258,0.271,2.4062,2.08E+02,1648,5565,4.117,1.439
CONFIRMED,45.29422297,138.678725,0.025,6.83,4.77E+02,524,5676,4.347,1.044
FALSE POSITIVE,260.2071733,258.34887,,6.59,,,,,
CONFIRMED,16.70920628,174.75417,0.855,2.7052,8.40E+02,500,4621,4.605,0.668
CONFIRMED,28.55158187,185.47672,0.623,4.1502,8.08E+02,418,4621,4.605,0.668
FALSE POSITIVE,4.045057186,172.68365,1.292,2.9954,7.53E+02,1126,5906,4.473,0.87
CONFIRMED,10.13958818,178.45074,0.078,2.6446,1.16E+03,447,3893,4.758,0.5
CONFIRMED,43.5859419,194.6107,0.011,4.6814,1.71E+03,275,3893,4.758,0.5
CONFIRMED,0.986785834,133.171292,0.026,1.1879,4.50E+02,1054,4041,4.697,0.567
CANDIDATE,24.7962801,170.32595,0.01,8.33,5.74E+02,664,5770,4.333,1.141
FALSE POSITIVE,5.91037674,171.15166,0.123,3.421,2.57E+02,937,5515,4.443,0.867
CONFIRMED,27.4536146,145.02866,0.765,3.747,1.36E+02,457,4900,4.602,0.741
CONFIRMED,8.22241355,172.95657,0.246,2.71,1.47E+03,558,4213,4.658,0.615
FALSE POSITIVE,0.635587392,133.41665,1.151,4.7,1.48E+02,2587,5671,4.075,1.608
CONFIRMED,13.02363236,178.52482,0.032,3.9734,6.07E+02,743,5627,4.453,0.945
CONFIRMED,11.6370303,178.84448,0.066,3.3372,6.04E+02,857,5576,4.257,1.198
CANDIDATE,6.93650854,133.98309,0.331,3.674,8.87E+01,1305,6615,4.173,1.574
CONFIRMED,5.68798675,133.95607,0.663,2.2682,4.76E+02,1088,5576,4.257,1.198
FALSE POSITIVE,3.055171082,171.099046,1.204,1.6798,8.67E+03,1358,6237,4.426,0.987
CONFIRMED,5.40426917,172.18553,0.229,2.5315,8.61E+02,1073,6122,4.487,0.964
CONFIRMED,11.67894236,131.5119,0.94,1.2641,1.19E+03,830,6122,4.487,0.964
CONFIRMED,1.208462378,133.67712,0.831,1.544,2.27E+02,1767,6122,4.487,0.964
CONFIRMED,2.85188338,132.1455,0.578,2.666,1.15E+02,1398,6123,4.413,1.107
CONFIRMED,12.91385906,177.27535,0.845,5.3685,4.88E+02,849,6253,4.41,0.997
CONFIRMED,54.31996151,161.239869,0.497,8.5858,1.98E+03,584,6181,4.234,1.331
FALSE POSITIVE,252.0792347,240.234923,1.283,3.9808,5.58E+03,318,6348,4.434,1.014
FALSE POSITIVE,27.04627886,171.95525,0.962,2.666,9.01E+02,636,6332,4.516,0.915
FALSE POSITIVE,3.723560726,172.17977,0.954,3.435,5.40E+02,1401,6535,4.373,1.181
CANDIDATE,18.3848331,135.4745,0.711,3.545,1.52E+02,587,5083,4.468,0.872
CONFIRMED,3.705991661,169.94286,0.623,5.1658,5.01E+02,1281,6187,4.409,1.034
FALSE POSITIVE,5.188671659,125.879388,0.884,5.0534,5.49E+02,2118,9523,4.205,1.941
FALSE POSITIVE,2.236100588,169.64852,1.427,1.8643,2.72E+04,1255,5708,4.578,0.795
CONFIRMED,40.606895,199.25748,0.494,5.756,6.58E+02,521,5538,4.384,1.027
CONFIRMED,13.76710058,174.81089,0.806,2.9105,6.85E+02,595,5001,4.582,0.76
CANDIDATE,2.2165905,131.5607,0.703,1,2.87E+01,1215,5397,4.543,0.831
CONFIRMED,6.1954595,134.71507,0.647,2.952,2.96E+02,776,5001,4.582,0.76
CONFIRMED,3.25058201,133.69472,0.684,2.2537,2.18E+02,962,5001,4.582,0.76
CONFIRMED,8.34819209,136.84111,0.799,2.835,2.89E+02,702,5001,4.582,0.76
FALSE POSITIVE,2.399069173,171.45413,0.649,3.2576,2.87E+02,1354,5654,4.395,1.001
CANDIDATE,3.65849707,170.54381,0.906,2.573,4.40E+03,1583,5857,3.972,1.822
FALSE POSITIVE,91.172033,154.9657,0.005,6.676,3.69E+02,360,5552,4.562,0.836
CONFIRMED,3.701765401,172.44778,0.713,2.6061,2.88E+02,1050,5252,4.442,0.898
CONFIRMED,86.4943704,181.88967,0.741,7.471,9.95E+02,367,5252,4.442,0.898
FALSE POSITIVE,5.17968868,136.46144,1.203,3.7256,1.22E+02,972,5761,4.548,0.815
CONFIRMED,51.84688984,170.08076,0.681,4.7769,9.64E+03,413,5227,4.535,0.838
CONFIRMED,4.180048081,173.719249,0.047,2.4479,1.77E+03,957,5227,4.535,0.838
FALSE POSITIVE,68.832195,172.12379,0.633,3.31,6.78E+02,411,5687,4.538,0.86
CONFIRMED,1.729367077,133.81929,0.278,1.7442,4.84E+02,1284,5227,4.535,0.838
FALSE POSITIVE,5.26640614,173.833637,0.869,3.6163,5.93E+04,1163,5916,4.296,1.175
FALSE POSITIVE,44.18938922,209.98968,1.03,6.8151,4.29E+03,537,6061,4.438,0.968
CONFIRMED,29.00789166,170.55349,0.761,5.0274,9.06E+02,498,5295,4.566,0.801
FALSE POSITIVE,47.878243,193.20518,1.076,4.066,9.10E+02,317,4254,4.634,0.624
CANDIDATE,2.433703498,133.83759,0.952,0.975,2.58E+02,1112,5251,4.592,0.778
CONFIRMED,13.69942266,171.48036,0.03,4.3409,1.29E+03,771,5541,4.332,1.089
CONFIRMED,4.309381978,134.03552,0.034,2.8977,3.11E+02,1134,5541,4.332,1.089
CONFIRMED,4.9213639,174.299322,0.026,1.8806,7.61E+02,868,5076,4.55,0.799
CONFIRMED,87.0912594,187.31231,0.845,7,1.13E+03,321,5001,4.582,0.76
FALSE POSITIVE,1.583160478,169.965242,0.897,1.1935,7.33E+02,1619,6063,4.476,1.012
CANDIDATE,7.9788198,132.2596,0.05,2.874,8.38E+01,927,5553,4.33,1.098
CONFIRMED,18.49234792,173.49816,0.034,3.4744,1.66E+03,603,5289,4.477,0.838
CONFIRMED,7.930583519,169.516944,0.559,3.6083,8.26E+02,899,5674,4.446,1.032
CONFIRMED,7.07136119,139.98763,0.658,2.757,6.57E+01,719,4900,4.602,0.741
FALSE POSITIVE,9.50150926,175.67002,1.237,6.852,5.10E+02,843,5938,4.518,0.908
CONFIRMED,15.65563866,170.78358,0.304,3.9305,9.56E+02,623,5185,4.484,0.837
CANDIDATE,10.52286678,137.78844,1.12,1.911,1.30E+02,1008,5548,4.038,1.614
CONFIRMED,9.17858526,173.08746,0.582,2.1945,7.97E+02,753,5506,4.584,0.788
FALSE POSITIVE,4.33144839,173.69466,0.291,2.58,2.16E+02,939,5344,4.55,0.728
CONFIRMED,23.67513153,179.27676,0.822,4.647,9.80E+02,528,5309,4.588,0.781
CONFIRMED,29.19899219,185.440631,0.043,5.1227,2.05E+03,540,5376,4.462,0.94
CONFIRMED,160.0191598,251.28261,0.852,5.472,1.55E+03,306,5376,4.462,0.94
FALSE POSITIVE,7.05185637,133.3669015,,3.69,,,,,
CONFIRMED,10.85409593,138.608031,0.422,3.7768,1.03E+03,765,5465,4.449,0.925
CONFIRMED,55.3291399,186.31545,0.209,6.918,3.26E+02,436,5376,4.462,0.94
FALSE POSITIVE,17.17732821,170.54643,0.267,7.6702,2.44E+04,720,6032,4.485,0.973
CONFIRMED,7.064252021,135.379512,0.752,1.3867,7.29E+02,769,5076,4.55,0.799
CANDIDATE,53.71798494,208.08042,0.93,4.104,3.15E+03,1550,4959,2.332,21.449
FALSE POSITIVE,43.501748,164.2859,0.909,10.755,1.67E+02,996,4604,2.936,6.221
CONFIRMED,19.44639139,170.10238,0.813,3.6227,9.26E+02,681,5815,4.421,0.954
CONFIRMED,6.91986988,134.11594,0.819,3.4253,1.70E+02,961,5815,4.421,0.954
CANDIDATE,105.8817667,156.97935,0.539,18.044,1.56E+03,595,5903,3.757,2.499
CONFIRMED,16.6658994,180.20215,0.429,4.1934,7.54E+02,702,5674,4.446,1.032
CONFIRMED,4.16696628,169.715517,0.022,2.7535,8.78E+02,1053,5456,4.45,0.943
FALSE POSITIVE,0.535224793,131.73629,0.017,3.3402,2.29E+02,1783,5044,4.551,0.738
CONFIRMED,11.46347165,137.38521,0.103,2.599,1.05E+03,752,5456,4.45,0.943
CONFIRMED,39.6034,168.07114,0.166,6.487,5.73E+02,497,5456,4.45,0.943
CONFIRMED,2.940304817,169.90496,0.825,2.7226,4.72E+02,1256,5527,4.376,1.054
CONFIRMED,5.378868001,169.61512,0.758,2.7222,4.83E+02,833,5077,4.567,0.774
CONFIRMED,15.28467725,175.62345,0.774,6.0768,3.21E+02,852,5763,4.181,1.374
FALSE POSITIVE,73.506021,163.5692,0.473,5.734,4.86E+02,471,6215,4.44,1.052
CONFIRMED,21.05349939,171.92457,0.008,7.1605,4.97E+02,731,5751,4.254,1.247
CONFIRMED,127.905412,246.46401,0.47,14.475,4.02E+03,401,5751,4.254,1.247
CONFIRMED,6.21716039,131.71857,0.333,4.4289,2.11E+02,1098,5751,4.254,1.247
FALSE POSITIVE,21.05647572,171.133613,0.938,1.238,1.29E+03,732,6156,4.381,1.118
FALSE POSITIVE,31.80514278,186.38905,1.289,7.6213,4.68E+03,553,5931,4.545,0.863
CANDIDATE,4.57797412,135.63058,0.343,2.862,1.25E+02,1024,5795,4.554,0.848
FALSE POSITIVE,37.60936976,190.724991,0.671,6.8615,2.76E+04,508,5600,4.483,0.896
FALSE POSITIVE,49.26678528,191.187887,8.364,5.5692,8.49E+03,538,5988,4.382,1.143
FALSE POSITIVE,3.613757526,171.422542,0.812,5.9128,4.87E+03,1182,5986,4.498,0.906
CONFIRMED,7.381980206,173.072659,0.096,3.1152,1.43E+03,876,5559,4.47,0.914
CONFIRMED,17.58751692,176.077382,0.106,4.3773,1.38E+03,706,5433,4.302,1.107
CANDIDATE,3.01609637,131.55327,0.7,1.57,1.96E+02,795,4245,4.641,0.637
FALSE POSITIVE,11.34436822,172.84392,1.183,5.558,5.86E+02,703,5594,4.602,0.752
FALSE POSITIVE,1.576341127,170.88145,0.01,3.1232,3.35E+02,1797,5087,3.967,1.666
CONFIRMED,18.47762694,185.269061,0.712,1.94,2.60E+03,267,3395,4.97,0.283
CONFIRMED,58.36205791,196.555405,0.402,6.3363,5.37E+03,446,5592,4.467,0.953
CONFIRMED,5.350156114,195.761347,0.008,2.2647,7.65E+02,989,5592,4.467,0.953
CANDIDATE,21.9424316,143.8807,0.413,7.447,7.27E+01,797,6052,4.183,1.424
CONFIRMED,6.38899658,175.4761,0.876,3.5032,5.43E+02,970,5527,4.376,1.054
CONFIRMED,14.62709685,136.23467,0.945,4.097,3.96E+02,736,5527,4.376,1.054
CONFIRMED,35.1184432,152.12282,0.958,4.59,5.42E+02,550,5527,4.376,1.054
CONFIRMED,8.00579096,170.50325,0.092,3.0549,6.30E+02,956,6032,4.395,0.935
CONFIRMED,4.26374378,133.72073,0.368,2.2725,1.82E+02,1179,6032,4.395,0.935
CANDIDATE,330.025002,364.8075,0.68,6.659,2.59E+02,478,6126,3.578,3.466
CONFIRMED,84.6877524,150.57084,0.017,10.0248,3.48E+02,611,6688,4.062,1.79
FALSE POSITIVE,2.340523247,170.19754,0.725,3.156,1.75E+02,1456,6056,4.397,0.981
CONFIRMED,25.85499978,192.57484,0.265,3.8737,6.11E+02,637,6122,4.487,0.964
CONFIRMED,10.68758211,169.93115,0.818,3.3812,7.78E+02,780,5788,4.524,0.848
CONFIRMED,20.30303506,176.8028,0.793,4.5038,5.33E+02,630,5788,4.524,0.848
FALSE POSITIVE,39.0930875,147.6774,0.862,5.687,4.76E+02,602,6072,4.343,1.193
CONFIRMED,12.56096618,166.79483,0.022,3.7647,9.23E+02,734,5559,4.47,0.914
CONFIRMED,30.8261043,153.01503,0.943,5.914,7.42E+02,544,5559,4.47,0.914
CONFIRMED,3.696121272,134.5014,0.016,2.463,3.83E+02,1095,5465,4.449,0.925
CONFIRMED,3.42806306,132.36268,0.082,2.417,1.78E+02,1131,5559,4.47,0.914
CONFIRMED,13.24931848,179.52171,0.62,4.4859,6.48E+02,806,5799,4.361,1.078
FALSE POSITIVE,22.4098677,147.38366,0.869,2.271,6.98E+01,489,4900,4.602,0.741
FALSE POSITIVE,363.706662,204.02069,0.9315,8.553,1.62E+03,283,6240,4.397,1.064
CANDIDATE,9.391039263,170.539799,0.964,2.8386,2.90E+03,1068,5944,4.132,1.498
CONFIRMED,18.00932214,182.441015,0.55,4.9611,3.00E+03,658,5815,4.54,0.877
CONFIRMED,22.18431824,174.597325,0.032,3.0397,1.59E+03,546,5157,4.5,0.818
CANDIDATE,77.4794704,154.70734,0.019,10.1151,1.24E+03,778,6711,3.73,2.909
FALSE POSITIVE,0.80489537,132.0521644,,0.92,,,,,
FALSE POSITIVE,276.3236015,162.1955353,0.706,9.8964,8.13E+01,352,6528,4.257,1.26
CONFIRMED,5.28691996,135.85427,0.705,2.579,4.15E+01,792,4900,4.602,0.741
CONFIRMED,6.51003001,172.91588,0.023,3.3095,6.03E+02,1017,5638,4.327,1.153
CONFIRMED,35.18105723,170.09969,0.772,7.545,9.88E+02,664,6520,4.375,1.215
FALSE POSITIVE,11.75560012,176.07519,1.228,4.7,6.49E+02,716,5644,4.575,0.806
FALSE POSITIVE,17.79421914,169.605214,1.242,4.1918,1.55E+03,606,5485,4.574,0.805
FALSE POSITIVE,6.12601169,134.83637,0.422,1.733,4.02E+01,1141,5679,4.146,1.286
CONFIRMED,29.02235217,198.37025,0.902,4.0263,6.38E+02,559,5788,4.524,0.848
CONFIRMED,3.383540239,169.63859,0.63,1.403,2.56E+02,1133,5300,4.385,0.986
CONFIRMED,2.358952404,132.68957,0.385,1.593,9.41E+01,1278,5300,4.385,0.986
CONFIRMED,20.72904234,185.43113,0.559,2.8066,5.62E+02,530,4979,4.538,0.803
CONFIRMED,1.632916419,134.54956,0.136,1.5599,2.09E+02,1237,4979,4.538,0.803
CANDIDATE,11.1438086,131.725,0.629,7.905,4.17E+01,906,6095,4.349,1.11
FALSE POSITIVE,7.216951388,176.283024,1.283,1.89082,4.28E+03,1055,6266,4.38,1.056
FALSE POSITIVE,15.85238672,174.22654,1.262,5.179,9.29E+02,775,5903,4.322,1.005
CONFIRMED,4.147021189,170.325835,0.255,2.8997,3.68E+03,1258,5818,4.266,1.205
CONFIRMED,15.22895514,176.56001,0.777,2.5967,1.12E+03,639,5456,4.562,0.812
CONFIRMED,24.67458244,146.77261,0.817,3.2648,6.51E+02,544,5456,4.562,0.812
CANDIDATE,32.526674,137.3054,0.472,6.842,2.05E+02,525,5668,4.545,0.868
CANDIDATE,10.32906563,174.608213,0.923,1.44,2.31E+03,908,6228,4.441,1.049
CONFIRMED,3.750832927,171.151696,0.001,1.9457,2.40E+03,1129,5776,4.512,0.95
CONFIRMED,21.34736612,171.73531,0.885,4.184,6.31E+02,648,5395,4.324,1.071
CONFIRMED,7.81100952,132.30566,0.816,3.231,1.27E+02,906,5395,4.324,1.071
CONFIRMED,4.243748097,173.563074,0.032,3.3603,1.41E+03,1063,5873,4.554,0.843
FALSE POSITIVE,2.404483552,133.170974,1,0.2961,8.00E-01,2078,6050,3.823,2.345
FALSE POSITIVE,13.54204116,171.09767,0.722,3.334,3.39E+02,794,5891,4.395,1.015
CONFIRMED,2.752359689,171.259808,0.436,2.0722,7.92E+02,1178,5461,4.499,0.897
CONFIRMED,13.98177862,181.975114,0.444,2.958,1.02E+03,553,4859,4.615,0.651
CONFIRMED,44.0003975,210.76222,0.032,5.1115,6.00E+02,377,4859,4.615,0.651
CONFIRMED,247.354914,364.15832,0.044,8.677,1.29E+03,212,4859,4.615,0.651
FALSE POSITIVE,462.12069,307.6255,0.002,10.42,6.34E+02,249,6079,4.411,0.974
FALSE POSITIVE,12.39894005,172.78184,0.975,4.262,7.03E+02,890,6355,4.41,1.108
CONFIRMED,207.5829306,289.88311,0.84,7.0686,5.05E+02,453,6688,4.062,1.79
CONFIRMED,7.26731094,174.31292,0.043,2.2691,6.59E+02,464,3751,4.8,0.443
CONFIRMED,13.3430025,176.90387,0.517,2.7399,8.00E+02,379,3751,4.8,0.443
CONFIRMED,3.886795001,133.32959,0.119,1.7574,4.71E+02,571,3751,4.8,0.443
CONFIRMED,22.40777833,153.79858,0.147,3.2881,6.61E+02,319,3751,4.8,0.443
FALSE POSITIVE,20.35509657,175.3437299,0.503,5.33265,2.51E+04,720,6081,4.404,1.077
FALSE POSITIVE,5.92240377,173.81802,0.949,3.691,4.13E+02,1087,6081,4.404,1.077
CANDIDATE,166.7876551,245.143036,0.041,5.8676,4.76E+03,334,5663,4.377,1.031
CONFIRMED,77.6114427,164.7292,0.094,7.1786,8.15E+02,397,5465,4.449,0.925
CONFIRMED,18.20795835,185.84306,0.64,3.7965,1.60E+03,551,5176,4.612,0.738
CANDIDATE,49.537365,172.1948,0.435,9.862,2.02E+02,532,6118,4.416,1.023
CONFIRMED,12.70636123,180.63164,0.793,2.395,8.72E+02,697,5573,4.562,0.839
CONFIRMED,10.94577783,176.71834,0.819,3.0937,5.33E+02,881,5888,4.342,1.097
CONFIRMED,28.9869016,134.7812,0.842,3.6233,4.72E+02,637,5888,4.342,1.097
CONFIRMED,94.886902,214.82879,0.982,6.923,6.42E+02,429,5888,4.342,1.097
CONFIRMED,5.03505665,132.65597,0.911,1.804,1.52E+02,1141,5888,4.342,1.097
FALSE POSITIVE,24.7222403,146.4611,0.106,4.53,2.90E+02,536,5481,4.592,0.778
CONFIRMED,11.90352088,178.34161,0.421,4.297,6.33E+02,827,6063,4.47,1.001
CONFIRMED,9.286964466,135.9945,0.004,3.3649,6.92E+02,762,5546,4.575,0.81
CONFIRMED,34.0350605,134.42752,0.474,6.695,7.28E+02,583,6063,4.47,1.001
CONFIRMED,12.75934489,170.32152,0.657,3.5889,8.82E+02,633,4963,4.501,0.826
CONFIRMED,5.433132902,138.36644,0.72,2.4012,3.28E+02,841,4963,4.501,0.826
FALSE POSITIVE,0.967427812,132.258305,1.248,5.8883,9.13E+03,1419,5066,4.625,0.709
CONFIRMED,10.64021008,179.77776,0.77,5.4381,4.55E+02,963,6112,4.281,1.233
CONFIRMED,4.93883135,135.95465,0.633,4.388,1.24E+02,1244,6112,4.281,1.233
CONFIRMED,5.996533443,172.50558,0.51,3.3129,7.11E+02,1025,5622,4.346,1.089
CONFIRMED,2.06190864,133.19888,0.537,1.9743,2.14E+02,1463,5622,4.346,1.089
CONFIRMED,20.13490007,171.36734,0.798,3.7962,1.04E+03,544,4963,4.501,0.826
CANDIDATE,24.0721647,148.9637,0.949,3.171,1.77E+02,400,4352,4.671,0.613
CONFIRMED,88.2553729,153.77974,0.886,4.539,1.13E+03,326,5176,4.612,0.738
CANDIDATE,19.19310355,176.966757,0.98,2.5425,6.81E+03,656,5883,4.53,0.892
FALSE POSITIVE,22.41831984,172.797099,0.8,5.349,1.19E+04,563,5324,4.491,0.813
FALSE POSITIVE,20.13147772,189.390784,1.279,3.2806,8.24E+03,670,6003,4.507,0.932
CONFIRMED,6.010383339,174.084883,0.436,2.1939,2.65E+03,768,4882,4.558,0.738
CANDIDATE,80.881757,136.6708,0.335,12.568,1.43E+02,581,5934,3.945,1.885
FALSE POSITIVE,1.334101467,133.703081,0.153,2.1033,1.21E+02,2169,6178,4.106,1.58
CANDIDATE,9.250572762,135.407531,1.234,3.6373,1.04E+03,1966,8133,3.715,3.294
CONFIRMED,8.1808949,176.69885,0.521,2.7546,7.24E+02,716,5081,4.596,0.77
CONFIRMED,15.31296388,171.79412,0.607,3.0935,8.65E+02,581,5081,4.596,0.77
CONFIRMED,18.42794957,178.43963,0.727,2.9264,7.07E+02,526,4768,4.536,0.779
FALSE POSITIVE,8.8249556,131.7064,0.21,2.976,1.21E+02,928,6078,4.434,0.994
